time,total_patches,W_0,W_1,W_2
0.0,100,0.0,0.0,0.0
1.01488935892602,46,0.8903961799294369,0.10461319495392823,0.004990625116634701
1.764557865240934,46,0.6634867763832824,0.31579213552120106,0.020721088095515903
2.0112308644799395,46,0.5981631046259596,0.37796341121565846,0.02387348415838259
5.075599601253815,48,0.1133447326424849,0.805335751274818,0.08131951608269729
8.406976852734635,87,0.03486161088296919,0.8627575422364945,0.10238084688053599
10.044985234079947,98,0.03876759905978976,0.8589983805356004,0.1022340204046086
13.00759767107204,169,0.048247453255793514,0.8301739386803892,0.1215786080638169
15.354860786382485,276,0.05952985085288577,0.8116220254745031,0.12884812367261164
16.86228114217024,354,0.04693906213877304,0.8171225024044566,0.13593843545677142
18.37954466829101,431,0.04302565385247079,0.8246788209010911,0.13229552524643753
19.29880448706384,548,0.04095284117546399,0.8192362976227203,0.13981086120181593
19.923483096625365,621,0.030960932143202474,0.8229542226698621,0.14608484518693549
20.005090861613414,655,0.029668674871680425,0.8217598507764655,0.14857147435185328
20.629775370886,768,0.03394455543020771,0.8153050911085556,0.15075035346123244
21.232490969079745,846,0.039081366928543686,0.8043658328173416,0.15655280025411608
21.8077384734037,942,0.04125184425888318,0.7951323358254598,0.16361581991565763
22.255496705298054,985,0.03485307409860127,0.796991591432104,0.1681553344692955
22.694418100158934,1078,0.03645716335306078,0.7910259408106298,0.17251689583630647
23.18366726309796,1150,0.03378363109262597,0.7902833971950174,0.17593297171235742
23.619435209382893,1269,0.03199654327849805,0.7888449239230759,0.17915853279842162
23.982030308881704,1386,0.03258928952213134,0.7844743950806652,0.18293631539721256
24.28758918614459,1499,0.03082894821910543,0.7833169010086878,0.18585415077219705
24.615477054507927,1605,0.03248939752338812,0.7792248864863869,0.18828571599022895
24.933391012423357,1688,0.035759390757936396,0.7752019833456862,0.18903862589638312
25.236439557072362,1753,0.03319551685472543,0.7771776510967466,0.1896268320485252
25.55658176347673,1811,0.032105266964452206,0.7786809691531641,0.1892137638823853
25.84416704843782,1922,0.03284642485134245,0.7775947270080154,0.1895588481406422
26.094239644562943,2006,0.033854715509532965,0.7753050099520274,0.1908402745384402
26.365644313558754,2070,0.03278110533120828,0.7759315178812628,0.19128737678752897
26.62206825390024,2156,0.032191453597112216,0.7752128404002938,0.1925957060025899
26.837994331264294,2221,0.028638283983182442,0.7776601050484748,0.19370161096834507
27.051758408965785,2321,0.028016244890686246,0.7767310980408632,0.1952526570684504
27.330492122209662,2418,0.030062088854651,0.7742119862794491,0.19572592486590298
27.521443151549946,2617,0.029309665790177724,0.7738578820588792,0.19683245215094278
27.701331012340678,2777,0.029817803049296418,0.7714975760784896,0.19868462087220992
27.880725460596008,2886,0.030678978832889312,0.7707975518076269,0.1985234693594842
28.0327298387677,2979,0.03116827272435479,0.7693005779202834,0.19953114935536176
28.198485411761723,3104,0.03147287221817595,0.7672840761481343,0.20124305163369025
28.374699662891445,3202,0.0320805560355462,0.7663655811188177,0.20155386284563848
28.498015370656404,3281,0.031345418302473387,0.7661141024490737,0.20254047924845991
28.65519743739803,3378,0.033082948076318314,0.7638740786774578,0.20304297324622803
28.80209844272115,3419,0.03290830531939713,0.7636784086798644,0.2034132860007352
28.93844738314631,3525,0.03329605561352238,0.7628666059902156,0.20383733839626353
29.059719231989902,3644,0.03367904066356484,0.7614911679943067,0.20482979134212567
29.21321573345302,3792,0.03435579465582149,0.7607722969895041,0.20487190835466726
29.33230218438743,3845,0.03562420625533091,0.7590760715236791,0.20529972222099388
29.45748746295213,3922,0.03494714676574861,0.7592348070120201,0.20581804622223904
29.57844166260451,3997,0.034902454448125,0.758737769638394,0.20635977591348514
29.701470401403693,4063,0.035121245674448104,0.7580229143776723,0.20685583994787307
29.822799722513484,4131,0.035472142588209125,0.7571601711643079,0.20736768624747942
29.93909031478587,4299,0.03497043235619927,0.757896039348486,0.20713352829531767
30.043157896898148,4438,0.03401576591804623,0.7574177758053655,0.20856645827659342
30.191753514356638,4498,0.03423951487786785,0.7575051823139795,0.20825530280814833
30.292715718923603,4561,0.033444259327716754,0.7576469941472773,0.2089087465250099
30.399988468957492,4698,0.033061617562408684,0.7573461919236913,0.20959219051390157
30.510417815866386,4756,0.03308875455065665,0.7568844012776412,0.21002684417170422
30.61422878160333,4880,0.0320506718688832,0.7567000708032926,0.21124925732782884
30.715892621519398,4976,0.03215912334533058,0.7558651597252593,0.2119757169294137
30.82480291360438,5075,0.032011804918120515,0.7555198208134184,0.2124683742684721
30.913994418763508,5162,0.031127694748937295,0.755713567510023,0.21315873774103902
31.008274964400496,5280,0.03135787910947244,0.7544602430749685,0.2141818778155542
31.100154149737378,5362,0.03150002151305827,0.7539155618915719,0.21458441659536628
31.196559159779312,5422,0.03192811786319436,0.7531655357362891,0.21490634640052497
31.273548001323803,5514,0.031145233837692642,0.7537208022817409,0.21513396388055936
31.35645927073069,5528,0.030473700131642932,0.7542043870174195,0.21532191285093932
31.452931467868652,5621,0.031074206072629066,0.7530160815541552,0.2159097123732205
31.569650507487808,5726,0.031438976933071225,0.7525089881614099,0.21605203490552394
31.653999796589776,5848,0.03191233199689279,0.7518077778954265,0.21627989010768514
31.732695820008484,6068,0.031093778919049776,0.7526357732081617,0.21627044787279112
31.79802823110134,6163,0.03036708361399046,0.752152858909086,0.2174800574769431
31.878621971447895,6252,0.030821830573454896,0.7508283155201493,0.21834985390638784
31.969837044855495,6350,0.03058370770430848,0.7507863923497076,0.2186298999459807
32.04943800014796,6429,0.03040186511541499,0.7502640210399981,0.21933411384458185
32.1248380745296,6675,0.030169586281512412,0.7512270226075817,0.21860339111088764
32.21161887220706,6760,0.03018260052312906,0.7502702937992306,0.2195471056776426
32.278349340419105,6783,0.02922350899949941,0.7505089107116261,0.22026758028885715
32.35314331410735,6899,0.028911926143763082,0.7496412848449857,0.2214467890112451
32.42907449524259,6958,0.029474634482479754,0.7481856454688853,0.22233972004865726
32.50996339961988,7049,0.029712575602068022,0.7470284011301753,0.22325902326776237
32.58894695229196,7114,0.029775780674398847,0.7463533038330821,0.22387091549250884
32.66530752631638,7328,0.030342925395714145,0.7440647532708934,0.22559232133338092
32.72706689361446,7445,0.03028066893233957,0.7434895527808678,0.22622977828678556
32.792421779964116,7563,0.030500546232595366,0.7432366976114294,0.22626275615599556
32.87356367128589,7580,0.031035459528735144,0.7426987566298345,0.22626578384144583
32.945118916357245,7621,0.030978997633378278,0.7421948244414275,0.22682617792521215
33.02924917913371,7774,0.03155686099187017,0.7409205753630432,0.22752256364508408
33.089239038940825,7894,0.0314884439892855,0.7399461643221998,0.22856539168850493
33.14400557069263,8030,0.031357463050538895,0.7391184356016585,0.22952410134781454
33.21076924438419,8140,0.03163500513894078,0.7381801578754753,0.23018483698559306
33.28206391723823,8193,0.03162680145015471,0.7377525589319935,0.23062063961783502
33.35073503771563,8300,0.03195116543131072,0.7369852809628296,0.23106355360587175
33.409850139980215,8351,0.03198777397736244,0.7366782743501744,0.23133395167247728
33.46523729267438,8428,0.03199425673738988,0.7360971355919417,0.23190860767065746
33.51846422910901,8513,0.032018308654738876,0.7354064389833838,0.23257525236185989
33.58643486261669,8588,0.03190561504763861,0.7350750527224846,0.23301933222986582
33.64330681082411,8697,0.03213453844257941,0.7342357047889319,0.23362975676849237
33.703048060000214,8832,0.032548156024830924,0.7330314179875684,0.23442042598758514
33.76126300062431,8950,0.0327800922788493,0.7321529673002983,0.23506694042085896
33.81692463832193,8982,0.033142028901006794,0.7316739815425298,0.2351839895564544
33.8712612676201,9194,0.03316497226131511,0.7308354533804934,0.23599957435818994
33.91740704440582,9247,0.03292329738126309,0.7307029597130603,0.23637374290567534
33.97816151517512,9299,0.032771481880386415,0.7307704724184214,0.23645804570120077
